threshold,axial_symmetry,n_components,largest_component_ratio,small_fragment_count,foreground_fraction
0.45,0.8595601545426554,5.674348697394789,0.9439991230835314,3.7104208416833666,0.7051258278275301
0.5,0.8602972761065305,5.181362725450902,0.9381840109591,2.973947895791583,0.6892075165956913
0.55,0.8616928799835618,4.093186372745491,0.9325981307909356,1.440881763527054,0.6747816922908316
0.6,0.8639690279363391,3.5150300601202407,0.9353340604532937,0.7314629258517034,0.6586747714178357
0.65,0.8697347523334747,4.134268537074148,0.9508545424866619,1.7354709418837675,0.6055499671217435
